id_commune;Commune;Code departement
37172;NOTRE-DAME-D OE;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37261;TOURS;37
37233;SAINT-PIERRE-DES-CORPS;37
37203;ROCHECORBON;37
37195;LA RICHE;37
37195;LA RICHE;37
37261;TOURS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37195;LA RICHE;37
37195;LA RICHE;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37122;JOUE LES TOURS;37
37233;SAINT-PIERRE-DES-CORPS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37122;JOUE LES TOURS;37
37233;SAINT-PIERRE-DES-CORPS;37
37195;LA RICHE;37
37261;TOURS;37
37261;TOURS;37
37214;SAINT CYR SUR LOIRE;37
37122;JOUE LES TOURS;37
37261;TOURS;37
37261;TOURS;37
37214;SAINT CYR SUR LOIRE;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37195;LA RICHE;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37233;SAINT-PIERRE-DES-CORPS;37
37156;MONTLOUIS-SUR-LOIRE;37
37151;LA MEMBROLLE-SUR-CHOISILLE;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37214;SAINT CYR SUR LOIRE;37
37261;TOURS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37261;TOURS;37
37195;LA RICHE;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37214;SAINT CYR SUR LOIRE;37
37261;TOURS;37
37261;TOURS;37
37261;TOURS;37
37122;JOUE LES TOURS;37
37122;JOUE LES TOURS;37
37233;SAINT-PIERRE-DES-CORPS;37
37214;SAINT CYR SUR LOIRE;37
37261;TOURS;37
37261;TOURS;37
3718;BALLAN MIRE;37
3750;CHAMBRAY LES TOURS;37
3750;CHAMBRAY LES TOURS;37
373;AMBOISE;37
3750;CHAMBRAY LES TOURS;37
3718;BALLAN MIRE;37
3718;BALLAN MIRE;37
3750;CHAMBRAY LES TOURS;37
3750;CHAMBRAY LES TOURS;37
3750;CHAMBRAY LES TOURS;37
37196;RICHELIEU;37
3731;BOURGUEIL;37
3731;BOURGUEIL;37
37132;LOCHES;37
37132;LOCHES;37
37132;LOCHES;37
37132;LOCHES;37
37115;DESCARTES;37
37132;LOCHES;37
37115;DESCARTES;37
37132;LOCHES;37
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38179;GIERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38516;LA TRONCHE;38
38179;GIERES;38
38185;GRENOBLE;38
38229;MEYLAN;38
38249;MONTBONNOT-SAINT-MARTIN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38249;MONTBONNOT-SAINT-MARTIN;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
38229;MEYLAN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38431;SAINT-NAZAIRE-LES-EYMES;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38151;ECHIROLLES;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38229;MEYLAN;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
3845;BIVIERS;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38397;SAINT-ISMIER;38
38185;GRENOBLE;38
38516;LA TRONCHE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38179;GIERES;38
38158;EYBENS;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38421;SAINT-MARTIN-D'HERES;38
38229;MEYLAN;38
38229;MEYLAN;38
38185;GRENOBLE;38
38179;GIERES;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38151;ECHIROLLES;38
38179;GIERES;38
38185;GRENOBLE;38
38229;MEYLAN;38
38185;GRENOBLE;38
38229;MEYLAN;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
38185;GRENOBLE;38
38158;EYBENS;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38249;MONTBONNOT-SAINT-MARTIN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38179;GIERES;38
38158;EYBENS;38
38185;GRENOBLE;38
38158;EYBENS;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38309;POISAT;38
38151;ECHIROLLES;38
38158;EYBENS;38
38158;EYBENS;38
38421;SAINT-MARTIN-D'HERES;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38421;SAINT-MARTIN-D'HERES;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
38229;MEYLAN;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38158;EYBENS;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38397;SAINT-ISMIER;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38179;GIERES;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38229;MEYLAN;38
38431;SAINT-NAZAIRE-LES-EYMES;38
38158;EYBENS;38
38185;GRENOBLE;38
38229;MEYLAN;38
38151;ECHIROLLES;38
38151;ECHIROLLES;38
38229;MEYLAN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38309;POISAT;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38126;CORENC;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38516;LA TRONCHE;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38421;SAINT-MARTIN-D'HERES;38
38151;ECHIROLLES;38
38229;MEYLAN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38151;ECHIROLLES;38
38151;ECHIROLLES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38229;MEYLAN;38
38503;LA TERRASSE;38
38563;VOIRON;38
38150;DOMENE;38
38185;GRENOBLE;38
38175;FROGES;38
38185;GRENOBLE;38
38563;VOIRON;38
38314;PONTCHARRA;38
38562;VIZILLE;38
38382;SAINT-EGREVE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38314;PONTCHARRA;38
38562;VIZILLE;38
38563;VOIRON;38
38563;VOIRON;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38170;FONTANIL-CORNILLON;38
38382;SAINT-EGREVE;38
38185;GRENOBLE;38
38439;CRETS EN BELLEDONNE;38
38423;SAINT-MARTIN-LE-VINOUX;38
38501;TENCIN;38
386;ALLEVARD;38
38185;GRENOBLE;38
38562;VIZILLE;38
386;ALLEVARD;38
38563;VOIRON;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38547;VILLARD-BONNOT;38
38163;LE HAUT-BREDA;38
38175;FROGES;38
38422;SAINT-MARTIN-D'URIAGE;38
38422;SAINT-MARTIN-D'URIAGE;38
38565;VOREPPE;38
38567;CHAMROUSSE;38
38422;SAINT-MARTIN-D'URIAGE;38
38562;VIZILLE;38
38185;GRENOBLE;38
38562;VIZILLE;38
38567;CHAMROUSSE;38
38382;SAINT-EGREVE;38
38423;SAINT-MARTIN-LE-VINOUX;38
38185;GRENOBLE;38
38382;SAINT-EGREVE;38
38185;GRENOBLE;38
38567;CHAMROUSSE;38
38150;DOMENE;38
38185;GRENOBLE;38
38562;VIZILLE;38
38565;VOREPPE;38
38547;VILLARD-BONNOT;38
38563;VOIRON;38
3861;LA BUISSE;38
38562;VIZILLE;38
38565;VOREPPE;38
38185;GRENOBLE;38
38547;VILLARD-BONNOT;38
38567;CHAMROUSSE;38
38563;VOIRON;38
38501;TENCIN;38
38279;NOTRE-DAME-DE-MESAGE;38
38565;VOREPPE;38
38565;VOREPPE;38
38442;SAINT-PIERRE-DE-CHARTREUSE;38
3861;LA BUISSE;38
38150;DOMENE;38
38185;GRENOBLE;38
38563;VOIRON;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38565;VOREPPE;38
38565;VOREPPE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38562;VIZILLE;38
38562;VIZILLE;38
38563;VOIRON;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38382;SAINT-EGREVE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38547;VILLARD-BONNOT;38
38185;GRENOBLE;38
38422;SAINT-MARTIN-D'URIAGE;38
3859;BRIE-ET-ANGONNES;38
38175;FROGES;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38382;SAINT-EGREVE;38
38423;SAINT-MARTIN-LE-VINOUX;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38382;SAINT-EGREVE;38
386;ALLEVARD;38
38185;GRENOBLE;38
38423;SAINT-MARTIN-LE-VINOUX;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38565;VOREPPE;38
38382;SAINT-EGREVE;38
38185;GRENOBLE;38
38567;CHAMROUSSE;38
38382;SAINT-EGREVE;38
38563;VOIRON;38
38565;VOREPPE;38
38562;VIZILLE;38
38185;GRENOBLE;38
38382;SAINT-EGREVE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38563;VOIRON;38
38563;VOIRON;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38567;CHAMROUSSE;38
38185;GRENOBLE;38
38565;VOREPPE;38
38279;NOTRE-DAME-DE-MESAGE;38
38181;GONCELIN;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38567;CHAMROUSSE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38150;DOMENE;38
38547;VILLARD-BONNOT;38
38567;CHAMROUSSE;38
38567;CHAMROUSSE;38
38150;DOMENE;38
38422;SAINT-MARTIN-D'URIAGE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38528;VAULNAVEYS-LE-BAS;38
38563;VOIRON;38
38423;SAINT-MARTIN-LE-VINOUX;38
38185;GRENOBLE;38
382;LES ADRETS;38
38563;VOIRON;38
38538;LE VERSOUD;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38567;CHAMROUSSE;38
38185;GRENOBLE;38
38100;LE CHEYLAS;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38382;SAINT-EGREVE;38
38567;CHAMROUSSE;38
38185;GRENOBLE;38
38563;VOIRON;38
38175;FROGES;38
38185;GRENOBLE;38
3861;LA BUISSE;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38383;SAINT-ETIENNE-DE-CROSSEY;38
38563;VOIRON;38
38185;GRENOBLE;38
38567;CHAMROUSSE;38
38565;VOREPPE;38
38567;CHAMROUSSE;38
38547;VILLARD-BONNOT;38
38567;CHAMROUSSE;38
38185;GRENOBLE;38
382;LES ADRETS;38
38563;VOIRON;38
38185;GRENOBLE;38
38185;GRENOBLE;38
38563;VOIRON;38
38185;GRENOBLE;38
382;LES ADRETS;38
38185;GRENOBLE;38
382;LES ADRETS;38
38175;FROGES;38
38185;GRENOBLE;38
386;ALLEVARD;38
38501;TENCIN;38
38185;GRENOBLE;38
38163;LE HAUT-BREDA;38
38547;VILLARD-BONNOT;38
38150;DOMENE;38
38563;VOIRON;38
38140;CROLLES;38
38567;CHAMROUSSE;38
38185;GRENOBLE;38
38563;VOIRON;38
38565;VOREPPE;38
38186;GRESSE-EN-VERCORS;38
38191;HUEZ;38
38253;LES DEUX ALPES;38
38474;SASSENAGE;38
38225;AUTRANS-MEAUDRE EN VERCORS;38
38485;SEYSSINET-PARISET;38
38548;VILLARD-DE-LANS;38
38169;FONTAINE;38
38548;VILLARD-DE-LANS;38
38191;HUEZ;38
38191;HUEZ;38
38485;SEYSSINET-PARISET;38
38191;HUEZ;38
38191;HUEZ;38
38474;SASSENAGE;38
38527;VAUJANY;38
38186;GRESSE-EN-VERCORS;38
38548;VILLARD-DE-LANS;38
38191;HUEZ;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38191;HUEZ;38
38485;SEYSSINET-PARISET;38
38191;HUEZ;38
38186;GRESSE-EN-VERCORS;38
38186;GRESSE-EN-VERCORS;38
38186;GRESSE-EN-VERCORS;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38548;VILLARD-DE-LANS;38
38548;VILLARD-DE-LANS;38
38129;CORRENCON-EN-VERCORS;38
38191;HUEZ;38
38225;AUTRANS-MEAUDRE EN VERCORS;38
38169;FONTAINE;38
38548;VILLARD-DE-LANS;38
38474;SASSENAGE;38
38548;VILLARD-DE-LANS;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38317;LE PONT-DE-CLAIX;38
38191;HUEZ;38
38548;VILLARD-DE-LANS;38
38548;VILLARD-DE-LANS;38
38485;SEYSSINET-PARISET;38
38191;HUEZ;38
38111;CLAIX;38
38186;GRESSE-EN-VERCORS;38
38474;SASSENAGE;38
38169;FONTAINE;38
38474;SASSENAGE;38
38169;FONTAINE;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38474;SASSENAGE;38
38485;SEYSSINET-PARISET;38
38253;LES DEUX ALPES;38
38548;VILLARD-DE-LANS;38
38253;LES DEUX ALPES;38
38548;VILLARD-DE-LANS;38
38548;VILLARD-DE-LANS;38
38129;CORRENCON-EN-VERCORS;38
38128;CORPS;38
38191;HUEZ;38
38169;FONTAINE;38
3852;LE BOURG-D'OISANS;38
38169;FONTAINE;38
38191;HUEZ;38
38191;HUEZ;38
3840;BESSE;38
38474;SASSENAGE;38
38169;FONTAINE;38
38191;HUEZ;38
38474;SASSENAGE;38
38474;SASSENAGE;38
38169;FONTAINE;38
38169;FONTAINE;38
38474;SASSENAGE;38
38253;LES DEUX ALPES;38
3820;AURIS;38
38129;CORRENCON-EN-VERCORS;38
38548;VILLARD-DE-LANS;38
38548;VILLARD-DE-LANS;38
38548;VILLARD-DE-LANS;38
38225;AUTRANS-MEAUDRE EN VERCORS;38
38474;SASSENAGE;38
38485;SEYSSINET-PARISET;38
38191;HUEZ;38
38169;FONTAINE;38
38548;VILLARD-DE-LANS;38
38191;HUEZ;38
38485;SEYSSINET-PARISET;38
3820;AURIS;38
38548;VILLARD-DE-LANS;38
38186;GRESSE-EN-VERCORS;38
38205;LANS-EN-VERCORS;38
38186;GRESSE-EN-VERCORS;38
38191;HUEZ;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38548;VILLARD-DE-LANS;38
38474;SASSENAGE;38
38191;HUEZ;38
38317;LE PONT-DE-CLAIX;38
38169;FONTAINE;38
38474;SASSENAGE;38
38169;FONTAINE;38
38111;CLAIX;38
38187;LE GUA;38
38548;VILLARD-DE-LANS;38
38474;SASSENAGE;38
38111;CLAIX;38
38548;VILLARD-DE-LANS;38
38129;CORRENCON-EN-VERCORS;38
38191;HUEZ;38
38169;FONTAINE;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38191;HUEZ;38
38485;SEYSSINET-PARISET;38
3852;LE BOURG-D'OISANS;38
38191;HUEZ;38
38253;LES DEUX ALPES;38
38253;LES DEUX ALPES;38
38377;SAINT-CLAIR-DE-LA-TOUR;38
3853;BOURGOIN-JALLIEU;38
38553;VILLEFONTAINE;38
38408;SAINT-JUST-CHALEYSSIN;38
38193;L'ISLE-D'ABEAU;38
38537;LA VERPILLIERE;38
3811;ANTHON;38
38316;PONT-DE-CHERUY;38
38337;RIVES;38
38337;RIVES;38
38384;SAINT-ETIENNE-DE-SAINT-GEOIRS;38
38416;SAINT-MARCELLIN;38
38416;SAINT-MARCELLIN;38
38400;SAINT-JEAN-DE-MOIRANS;38
38517;TULLINS;38
38559;VINAY;38
38416;SAINT-MARCELLIN;38
38517;TULLINS;38
38337;RIVES;38
38239;MOIRANS;38
38384;SAINT-ETIENNE-DE-SAINT-GEOIRS;38
38517;TULLINS;38
38517;TULLINS;38
38384;SAINT-ETIENNE-DE-SAINT-GEOIRS;38
38416;SAINT-MARCELLIN;38
38337;RIVES;38
38517;TULLINS;38
38337;RIVES;38
38559;VINAY;38
38239;MOIRANS;38
3830;BEAUCROISSANT;38
3830;BEAUCROISSANT;38
38387;SAINT-GEOIRS;38
38347;ROYBON;38
38337;RIVES;38
38384;SAINT-ETIENNE-DE-SAINT-GEOIRS;38
38416;SAINT-MARCELLIN;38
38194;IZEAUX;38
39470;LES ROUSSES;39
39478;SAINT-CLAUDE;39
39198;DOLE;39
3997;CHAMPAGNOLE;39
3913;ARBOIS;39
39526;TAVAUX;39
39368;HAUTS DE BIENNE;39
39501;SAMPANS;39
39300;LONS LE SAUNIER;39
39510;SEPTMONCEL LES MOLUNES;39
3959;BOIS-D AMONT;39
39198;DOLE;39
39300;LONS LE SAUNIER;39
39300;LONS LE SAUNIER;39
3913;ARBOIS;39
39198;DOLE;39
39198;DOLE;39
39198;DOLE;39
39478;SAINT-CLAUDE;39
39300;LONS LE SAUNIER;39
39198;DOLE;39
3913;ARBOIS;39
39441;PREMANON;39
39434;POLIGNY;39
39470;LES ROUSSES;39
39478;SAINT-CLAUDE;39
39300;LONS LE SAUNIER;39
39368;HAUTS DE BIENNE;39
39411;PERRIGNY;39
39362;MONTMOROT;39
39392;OFFLANGES;39
39286;LAVANS-LES-SAINT-CLAUDE;39
39478;SAINT-CLAUDE;39
39300;LONS LE SAUNIER;39
39411;PERRIGNY;39
39470;LES ROUSSES;39
39434;POLIGNY;39
39500;SALINS LES BAINS;39
39470;LES ROUSSES;39
39368;HAUTS DE BIENNE;39
39333;MOIRANS-EN-MONTAGNE;39
39300;LONS LE SAUNIER;39
39198;DOLE;39
39198;DOLE;39
39154;CLAIRVAUX-LES-LACS;39
39434;POLIGNY;39
39470;LES ROUSSES;39
39300;LONS LE SAUNIER;39
39411;PERRIGNY;39
3997;CHAMPAGNOLE;39
39300;LONS LE SAUNIER;39
39300;LONS LE SAUNIER;39
39198;DOLE;39
3947;BELLEFONTAINE;39
39300;LONS LE SAUNIER;39
3997;CHAMPAGNOLE;39
39300;LONS LE SAUNIER;39
39198;DOLE;39
39453;RAVILLOLES;39
39300;LONS LE SAUNIER;39
39198;DOLE;39
39411;PERRIGNY;39
40266;ST-JULIEN-EN-BORN;40
4088;DAX;40
40284;ST-VINCENT-DE-TYROSSE;40
40317;TOSSE;40
40281;SAINT-PIERRE-DU-MONT;40
40187;MOLIETS-ET-MAA;40
40224;PEYREHORADE;40
40296;SEIGNOSSE;40
40192;MONT-DE-MARSAN;40
40281;SAINT-PIERRE-DU-MONT;40
4088;DAX;40
40312;TARNOS;40
40284;ST-VINCENT-DE-TYROSSE;40
40304;SOORTS-HOSSEGOR;40
40304;SOORTS-HOSSEGOR;40
40261;ST-GEOURS-MAREMNE;40
40281;SAINT-PIERRE-DU-MONT;40
40317;TOSSE;40
40287;SANGUINET;40
40326;VIELLE-ST-GIRONS;40
40328;VIEUX BOUCAU-LES-BAINS;40
40157;LIT ET MIXE;40
4046;BISCARROSSE;40
40279;ST-PAUL-LES-DAX;40
40279;ST-PAUL-LES-DAX;40
4065;CAPBRETON;40
40284;ST-VINCENT-DE-TYROSSE;40
40192;MONT-DE-MARSAN;40
40328;VIEUX BOUCAU-LES-BAINS;40
40133;LABENNE;40
40310;SOUSTONS;40
4088;DAX;40
40209;ONDRES;40
4088;DAX;40
40312;TARNOS;40
40187;MOLIETS-ET-MAA;40
40296;SEIGNOSSE;40
40312;TARNOS;40
4046;BISCARROSSE;40
40195;MONTGAILLARD;40
40192;MONT-DE-MARSAN;40
40296;SEIGNOSSE;40
40281;SAINT-PIERRE-DU-MONT;40
40281;SAINT-PIERRE-DU-MONT;40
4088;DAX;40
4046;BISCARROSSE;40
40296;SEIGNOSSE;40
40312;TARNOS;40
4046;BISCARROSSE;40
40328;VIEUX BOUCAU-LES-BAINS;40
401;AIRE-SUR-L'ADOUR;40
4088;DAX;40
4088;DAX;40
4088;DAX;40
40273;ST-MARTIN-DE-SEIGNANX;40
40209;ONDRES;40
4088;DAX;40
4088;DAX;40
40224;PEYREHORADE;40
40304;SOORTS-HOSSEGOR;40
40310;SOUSTONS;40
40279;ST-PAUL-LES-DAX;40
4065;CAPBRETON;40
4065;CAPBRETON;40
4088;DAX;40
40328;VIEUX BOUCAU-LES-BAINS;40
40266;ST-JULIEN-EN-BORN;40
4065;CAPBRETON;40
40266;ST-JULIEN-EN-BORN;40
40310;SOUSTONS;40
404;ANGRESSE;40
40279;ST-PAUL-LES-DAX;40
4046;BISCARROSSE;40
40296;SEIGNOSSE;40
40312;TARNOS;40
4088;DAX;40
40281;SAINT-PIERRE-DU-MONT;40
4088;DAX;40
4046;BISCARROSSE;40
40209;ONDRES;40
40224;PEYREHORADE;40
40310;SOUSTONS;40
40184;MIMIZAN;40
404;ANGRESSE;40
4088;DAX;40
4088;DAX;40
40284;ST-VINCENT-DE-TYROSSE;40
4065;CAPBRETON;40
4088;DAX;40
40279;ST-PAUL-LES-DAX;40
40119;HAGETMAU;40
4065;CAPBRETON;40
40284;ST-VINCENT-DE-TYROSSE;40
40296;SEIGNOSSE;40
40304;SOORTS-HOSSEGOR;40
4046;BISCARROSSE;40
40195;MONTGAILLARD;40
40211;ORIST;40
40150;LEON;40
40310;SOUSTONS;40
40279;ST-PAUL-LES-DAX;40
40279;ST-PAUL-LES-DAX;40
404;ANGRESSE;40
40272;ST-MARTIN-DE-HINX;40
4046;BISCARROSSE;40
40281;SAINT-PIERRE-DU-MONT;40
40192;MONT-DE-MARSAN;40
4046;BISCARROSSE;40
4046;BISCARROSSE;40
4043;BIAS;40
4065;CAPBRETON;40
4046;BISCARROSSE;40
4046;BISCARROSSE;40
40296;SEIGNOSSE;40
4065;CAPBRETON;40
40310;SOUSTONS;40
4088;DAX;40
40296;SEIGNOSSE;40
40187;MOLIETS-ET-MAA;40
4088;DAX;40
40192;MONT-DE-MARSAN;40
40133;LABENNE;40
40279;ST-PAUL-LES-DAX;40
40304;SOORTS-HOSSEGOR;40
40235;POYANNE;40
40279;ST-PAUL-LES-DAX;40
40184;MIMIZAN;40
40133;LABENNE;40
4046;BISCARROSSE;40
4065;CAPBRETON;40
40133;LABENNE;40
4046;BISCARROSSE;40
40192;MONT-DE-MARSAN;40
4046;BISCARROSSE;40
40328;VIEUX BOUCAU-LES-BAINS;40
4046;BISCARROSSE;40
4088;DAX;40
40150;LEON;40
40310;SOUSTONS;40
40287;SANGUINET;40
4065;CAPBRETON;40
40328;VIEUX BOUCAU-LES-BAINS;40
40328;VIEUX BOUCAU-LES-BAINS;40
4046;BISCARROSSE;40
4065;CAPBRETON;40
4043;BIAS;40
40283;ST-VINCENT-DE-PAUL;40
4046;BISCARROSSE;40
40304;SOORTS-HOSSEGOR;40
4088;DAX;40
40187;MOLIETS-ET-MAA;40
40304;SOORTS-HOSSEGOR;40
4088;DAX;40
4088;DAX;40
4065;CAPBRETON;40
4046;BISCARROSSE;40
40279;ST-PAUL-LES-DAX;40
40284;ST-VINCENT-DE-TYROSSE;40
